run_id,prob,algo,seed,pop_size,w,c1,c2,best,n_evals,time
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.6177485101466687,140,0.019783900000000187
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.6177485101466687,145,0.021537600000000046
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.6177485101466687,150,0.022282800000000158
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.6177485101466687,155,0.022963200000000183
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.124705120169395,160,0.023683700000000085
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.124705120169395,165,0.024360500000000007
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.124705120169395,170,0.025035400000000152
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.124705120169395,175,0.025712700000000144
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.124705120169395,180,0.026389500000000066
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.124705120169395,185,0.02705970000000013
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.124705120169395,190,0.02774280000000018
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.0426755465111626,195,0.02843860000000009
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.0426755465111626,200,0.02915040000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.003941847113829,205,0.0298805000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,1.003941847113829,210,0.030706400000000134
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.998326656036717,215,0.031523100000000026
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.998326656036717,220,0.0322684000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.998326656036717,225,0.03295160000000008
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.998326656036717,230,0.033767300000000056
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9973331289106255,235,0.03449040000000014
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9973331289106255,240,0.035252300000000014
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9973331289106255,245,0.035990600000000095
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9973331289106255,250,0.03667710000000013
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9956320657669373,255,0.037346800000000124
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9956320657669373,260,0.03801880000000013
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9956320657669373,265,0.0387316000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9956320657669373,270,0.03939870000000001
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9956320657669373,275,0.040072100000000166
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9951060735149397,280,0.04074640000000018
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949971607748438,285,0.04141130000000004
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949804383337408,290,0.04207939999999999
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949780441986782,295,0.042751399999999995
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.994963121731498,300,0.04341610000000018
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949615491223405,305,0.0440828000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949610413580459,310,0.04474610000000001
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949610413580459,315,0.04545690000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.994961014652695,320,0.04617120000000008
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949609699108493,325,0.047018400000000016
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949609699108493,330,0.0478326
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949609214390165,335,0.04859239999999998
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949601461820379,340,0.04927350000000019
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949601461820379,345,0.04994390000000015
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949601461820379,350,0.05073300000000014
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949592565169425,355,0.05149860000000017
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949592565169425,360,0.05217470000000013
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949592431123762,365,0.052847599999999995
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949592431123762,370,0.05354930000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949591272022928,375,0.054238200000000125
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.994959075203397,380,0.05490360000000005
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.994959075203397,385,0.055569200000000096
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.994959075203397,390,0.0562349000000002
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.994959075203397,395,0.056902200000000125
1,Rastrigin,PSO_0,1,5,0.4,2,2,0.9949590691932357,400,0.05756580000000011
2,Rastrigin,PSO_0,2,5,0.4,2,2,54.40363788182104,5,0.0
2,Rastrigin,PSO_0,2,5,0.4,2,2,33.478350743636014,10,0.0007790999999999215
2,Rastrigin,PSO_0,2,5,0.4,2,2,13.891169283425034,15,0.001560600000000134
2,Rastrigin,PSO_0,2,5,0.4,2,2,13.891169283425034,20,0.0022687000000001234
2,Rastrigin,PSO_0,2,5,0.4,2,2,13.891169283425034,25,0.003085100000000063
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.380266192667918,30,0.003953000000000095
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.380266192667918,35,0.004709199999999969
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.380266192667918,40,0.005457299999999998
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.380266192667918,45,0.006200399999999995
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.380266192667918,50,0.006969100000000061
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.380266192667918,55,0.007713599999999987
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.158991232295788,60,0.008408299999999924
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.158991232295788,65,0.009087199999999962
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.158991232295788,70,0.00975640000000011
2,Rastrigin,PSO_0,2,5,0.4,2,2,7.158991232295788,75,0.010430799999999962
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,80,0.011095199999999972
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,85,0.011765400000000037
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,90,0.012431800000000104
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,95,0.013096699999999961
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,100,0.013764200000000004
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,105,0.014434700000000023
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,110,0.015120299999999975
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,115,0.015818700000000074
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,120,0.016565300000000116
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,125,0.017316200000000004
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,130,0.01803930000000009
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,135,0.018761999999999945
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,140,0.020041100000000034
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,145,0.02106399999999997
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,150,0.021913700000000036
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,155,0.02262760000000008
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,160,0.023344599999999938
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,165,0.02414190000000005
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,170,0.024907000000000012
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,175,0.02562780000000009
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,180,0.026313699999999995
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,185,0.026995700000000067
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,190,0.027665800000000074
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,195,0.028351299999999968
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,200,0.02903469999999997
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,205,0.029706999999999928
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,210,0.030390300000000092
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,215,0.031065400000000132
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,220,0.031769099999999995
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,225,0.03249420000000014
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,230,0.03320879999999993
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,235,0.034068100000000046
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,240,0.0349619000000001
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,245,0.035934300000000086
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,250,0.03682200000000013
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,255,0.03759160000000006
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,260,0.03827669999999994
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,265,0.03895099999999996
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,270,0.03965799999999997
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,275,0.040420300000000076
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,280,0.041128400000000065
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,285,0.04179390000000005
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,290,0.04246710000000009
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,295,0.04314180000000012
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,300,0.04380950000000006
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,305,0.044486100000000084
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,310,0.04515800000000003
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,315,0.04582470000000005
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,320,0.046496400000000104
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,325,0.047163899999999925
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,330,0.04782620000000004
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,335,0.04854130000000012
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,340,0.04926300000000006
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,345,0.05007960000000011
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,350,0.05097379999999996
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.6835862259425731,355,0.05195900000000009
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,360,0.05281899999999995
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,365,0.05356890000000014
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,370,0.05425060000000004
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,375,0.05492870000000005
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,380,0.05560540000000014
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,385,0.05637010000000009
