seed,problem,algorithm,n_eval,n_gen,gd,gd+,igd+,igd,-hv
0,ctp1,nsga3,65,5,0.2033601881924386,0.2033601881924386,0.18330195994581652,0.22335703894538772,-0.1751462782714855
0,ctp1,nsga3,78,6,0.2033601881924386,0.2033601881924386,0.18330195994581652,0.22335703894538772,-0.1751462782714855
0,ctp1,nsga3,91,7,0.16934769051486565,0.16934769051486565,0.09161471300112445,0.11763246712927893,-0.17709423387337866
0,ctp1,nsga3,104,8,0.1255052478674776,0.1254487685726979,0.11786211544234979,0.1418852604019488,-0.2130476004303853
0,ctp1,nsga3,117,9,0.11511514126792578,0.11505866197314607,0.05833766232244175,0.08032842083073417,-0.22514089789831107
0,ctp1,nsga3,130,10,0.09547080628127365,0.09542158289193169,0.05006915373209902,0.06892589399689783,-0.23678010544348474
0,ctp1,nsga3,143,11,0.0939818920291808,0.09393190354500613,0.048950274218513876,0.06772859346303858,-0.23877266561540583
0,ctp1,nsga3,156,12,0.08873402156584481,0.08869028164219199,0.042902871039148395,0.058551928848721235,-0.24869671595669812
0,ctp1,nsga3,169,13,0.08430484188623055,0.08417708427285948,0.0400477287895138,0.05649183724265788,-0.2522409760412953
0,ctp1,nsga3,182,14,0.07746843450330224,0.07735469322901009,0.03876529385640144,0.054725883934489676,-0.254381964900316
0,ctp1,nsga3,195,15,0.01880963822954868,0.018595040085197256,0.03400093206615248,0.05474696483337515,-0.2584322994400542
0,ctp1,nsga3,208,16,0.018212894726251427,0.01801780550411377,0.03293352961797647,0.05210683530612558,-0.26033542946798877
0,ctp1,nsga3,221,17,0.02218669288675792,0.022075291889262248,0.034457137181774525,0.05342296395775434,-0.25802630210343663
0,ctp1,nsga3,234,18,0.022109035578753645,0.0220496109551942,0.03465702235722008,0.0535445897814787,-0.25793653213340356
0,ctp1,nsga3,247,19,0.02088666390715148,0.020827239283592033,0.03328820887940979,0.05216382341655135,-0.25941643627931327
0,ctp1,nsga3,260,20,0.019040252662864587,0.01899651345953963,0.031187688105763823,0.049765923736618124,-0.26213367690437844
0,ctp1,nsga3,273,21,0.01039779432515111,0.010350078830614794,0.028823296797591488,0.047658078124590296,-0.26512986310437314
0,ctp1,nsga3,286,22,0.008862179832138526,0.008789276067219598,0.029167156226747402,0.04838678207788702,-0.2644970360633266
0,ctp1,nsga3,299,23,0.007605478663439562,0.0074838401245841905,0.028001326502941924,0.0480596615728448,-0.2661418061241923
0,ctp1,nsga3,312,24,0.006937257639385638,0.006825777290887428,0.025188974949357498,0.04446798107942266,-0.2701205435649896
0,ctp1,nsga3,325,25,0.01088386897275135,0.01077254093370685,0.024559139589508564,0.04090365263510703,-0.2719556126384698
0,ctp1,nsga3,338,26,0.00698094237866841,0.006880578045697631,0.024585646623651505,0.043550817447120256,-0.27099840271385806
0,ctp1,nsga3,351,27,0.007189318052126321,0.00708895371915554,0.024551736266117452,0.04344595792076673,-0.2710118590014948
0,ctp1,nsga3,364,28,0.010065569736865591,0.009977871105411144,0.026610874883318744,0.045458543016674055,-0.27071243481110796
0,ctp1,nsga3,377,29,0.009444101712286589,0.009366958899967075,0.026073701867181515,0.04486429234819421,-0.2712534589929917
0,ctp1,nsga3,390,30,0.009666593550181062,0.0095628265482994,0.025966380262007514,0.04479815697716243,-0.2714188795489775
0,ctp1,nsga3,403,31,0.00966659355018106,0.0095628265482994,0.025966380262007514,0.04479815697716243,-0.2714188795489775
0,ctp1,nsga3,416,32,0.010221660462009124,0.010098481889783796,0.02955563935418842,0.04958628775574101,-0.2658591463822829
0,ctp1,nsga3,429,33,0.014898245717100446,0.01477373787719937,0.02867969823565268,0.0422371373496878,-0.2678010421438336
0,ctp1,nsga3,442,34,0.01622490213837988,0.01600633918159041,0.029486494223499853,0.04288218185817918,-0.26676876944227496
0,ctp1,nsga3,455,35,0.019354400639009065,0.019134150086052574,0.028859464365373674,0.04223282899380901,-0.2687262295754621
0,ctp1,nsga3,468,36,0.017192635771709507,0.016957968636267504,0.02771516165353007,0.04120228825985286,-0.2692484301296999
0,ctp1,nsga3,481,37,0.017099379651137593,0.016874189493865092,0.027486173722152417,0.04106211258074317,-0.2695235796482861
0,ctp1,nsga3,494,38,0.01708134876167821,0.016853052557762357,0.027474896143143718,0.04105790115218301,-0.26953478019229393
0,ctp1,nsga3,507,39,0.014973297148430447,0.014698903697333858,0.025867957749272644,0.03579087118905259,-0.2718664455542594
0,ctp1,unsga3,13,1,0.20718879061126205,0.20718879061126205,0.2302316619086046,0.23337590538252803,-0.08358016473059074
0,ctp1,unsga3,26,2,0.20662848108400353,0.20662848108400353,0.233357984280245,0.23654441717242639,-0.0785132785255261
0,ctp1,unsga3,39,3,0.14678552168896708,0.14678552168896708,0.1728777848682234,0.1815791675955782,-0.12185923131261889
0,ctp1,unsga3,52,4,0.1817758870746006,0.1817758870746006,0.17281744680876807,0.17561412819845634,-0.12311276991953196
0,ctp1,unsga3,65,5,0.1390809145339327,0.13907939497095942,0.12452791946614505,0.14187603520530545,-0.1762678131594886
0,ctp1,unsga3,78,6,0.14364974825341198,0.1436482286904387,0.12283501596181366,0.14300680113926673,-0.1926623714962113
0,ctp1,unsga3,91,7,0.1321764102931885,0.13217444552434113,0.11544158933028983,0.13627925771598584,-0.2016807570869953
0,ctp1,unsga3,104,8,0.09640603426130856,0.09640329904795666,0.07314385633049118,0.10685294503887188,-0.2042097086031235
0,ctp1,unsga3,117,9,0.07906743937063931,0.0790651600261794,0.10147865926528439,0.12389813923829883,-0.20225754550816188
0,ctp1,unsga3,130,10,0.04999080210126281,0.04999080210126281,0.047552997734789104,0.06607697988188574,-0.2437139726147085
0,ctp1,unsga3,143,11,0.0438993102123351,0.04386614467473886,0.04691388258619625,0.06553659403270168,-0.24544129028036302
0,ctp1,unsga3,156,12,0.03823325961818363,0.038197691296451446,0.04417380605409748,0.06307733530027422,-0.24936433506096034
0,ctp1,unsga3,169,13,0.03817741574271109,0.03814184742097891,0.0439476954789545,0.06286312697290171,-0.2501662866288579
0,ctp1,unsga3,182,14,0.029637588003367403,0.029599437316751208,0.03759164511622937,0.055252454429087876,-0.25851447786726356
0,ctp1,unsga3,195,15,0.03614494248785018,0.036109374166118,0.041833472370568385,0.06019125652390568,-0.25438324923666866
0,ctp1,unsga3,208,16,0.03699963942922383,0.03696730459128549,0.03931237922283341,0.054907028471141546,-0.2578581266467718
0,ctp1,unsga3,221,17,0.029037153958026654,0.029002615127832674,0.03649844867058617,0.05220649716355305,-0.26135312652861215
0,ctp1,unsga3,234,18,0.02520920945817747,0.02517685497719799,0.031182600015808803,0.04763220994600065,-0.2645265013061027
0,ctp1,unsga3,247,19,0.02144337299150488,0.021411018510525397,0.029156098448408038,0.045588777647034805,-0.26726639370256244
0,ctp1,unsga3,260,20,0.019237646623317946,0.019234528150813043,0.026907695010182694,0.0436952887845783,-0.2697802645214158
